duration_in_minutes,total_cases_produced_for_day,total_cases_shipped_for_day,line_LOU1,line_LOU2,line_LOU3,line_LOU4,line_LOU5,item_type_SHRF,item_type_LABL,storage_location_type_RSR,storage_location_type_SSR
13.62,25147.0,184800,0,1,0,0,0,1,0,0,1
13.62,46429.0,184800,0,1,0,0,0,1,0,0,1
46.13,23524.0,186090,0,1,0,0,0,1,0,1,0
46.13,49159.0,186090,0,1,0,0,0,1,0,1,0
46.13,59614.0,186090,0,1,0,0,0,1,0,1,0
46.13,6557.0,186090,0,1,0,0,0,1,0,1,0
5.93,23524.0,186090,0,1,0,0,0,1,0,1,0
5.93,49159.0,186090,0,1,0,0,0,1,0,1,0
5.93,59614.0,186090,0,1,0,0,0,1,0,1,0
5.93,6557.0,186090,0,1,0,0,0,1,0,1,0
9.9,92485.0,179234,0,1,0,0,0,1,0,1,0
9.9,80314.0,179234,0,1,0,0,0,1,0,1,0
9.9,138869.0,179234,0,1,0,0,0,1,0,1,0
9.9,3656.0,179234,0,1,0,0,0,1,0,1,0
9.05,55796.0,171973,0,0,1,0,0,1,0,1,0
9.05,42491.0,171973,0,0,1,0,0,1,0,1,0
9.05,352352.0,171973,0,0,1,0,0,1,0,1,0
9.05,7372.0,171973,0,0,1,0,0,1,0,1,0
21.37,46678.0,142524,0,1,0,0,0,1,0,0,1
21.37,33923.0,142524,0,1,0,0,0,1,0,0,1
21.37,23013.0,142524,0,1,0,0,0,1,0,0,1
21.37,361856.0,142524,0,1,0,0,0,1,0,0,1
7.62,46678.0,142524,0,1,0,0,0,1,0,0,1
7.62,33923.0,142524,0,1,0,0,0,1,0,0,1
7.62,23013.0,142524,0,1,0,0,0,1,0,0,1
7.62,361856.0,142524,0,1,0,0,0,1,0,0,1
12.05,27515.0,238076,0,1,0,0,0,1,0,1,0
12.05,26884.0,238076,0,1,0,0,0,1,0,1,0
12.05,91936.0,238076,0,1,0,0,0,1,0,1,0
12.05,130294.0,238076,0,1,0,0,0,1,0,1,0
14.07,27515.0,238076,0,1,0,0,0,1,0,1,0
14.07,26884.0,238076,0,1,0,0,0,1,0,1,0
14.07,91936.0,238076,0,1,0,0,0,1,0,1,0
14.07,130294.0,238076,0,1,0,0,0,1,0,1,0
16.93,27515.0,238076,0,1,0,0,0,1,0,0,1
16.93,26884.0,238076,0,1,0,0,0,1,0,0,1
16.93,91936.0,238076,0,1,0,0,0,1,0,0,1
16.93,130294.0,238076,0,1,0,0,0,1,0,0,1
6.53,27515.0,238076,0,1,0,0,0,1,0,0,1
6.53,26884.0,238076,0,1,0,0,0,1,0,0,1
6.53,91936.0,238076,0,1,0,0,0,1,0,0,1
6.53,130294.0,238076,0,1,0,0,0,1,0,0,1
8.65,39555.0,137364,0,1,0,0,0,1,0,1,0
8.65,27337.0,137364,0,1,0,0,0,1,0,1,0
30.65,39555.0,137364,0,1,0,0,0,1,0,1,0
30.65,27337.0,137364,0,1,0,0,0,1,0,1,0
33.67,39555.0,137364,0,1,0,0,0,1,0,1,0
33.67,27337.0,137364,0,1,0,0,0,1,0,1,0
6.17,61034.0,211188,0,1,0,0,0,1,0,1,0
6.17,13445.0,211188,0,1,0,0,0,1,0,1,0
6.17,102246.0,211188,0,1,0,0,0,1,0,1,0
8.78,61034.0,211188,0,1,0,0,0,1,0,0,1
8.78,13445.0,211188,0,1,0,0,0,1,0,0,1
8.78,102246.0,211188,0,1,0,0,0,1,0,0,1
16.68,96677.0,213624,0,1,0,0,0,1,0,1,0
16.68,71465.0,213624,0,1,0,0,0,1,0,1,0
16.68,117584.0,213624,0,1,0,0,0,1,0,1,0
16.68,547509.0,213624,0,1,0,0,0,1,0,1,0
5.72,96677.0,213624,0,1,0,0,0,1,0,1,0
5.72,71465.0,213624,0,1,0,0,0,1,0,1,0
5.72,117584.0,213624,0,1,0,0,0,1,0,1,0
5.72,547509.0,213624,0,1,0,0,0,1,0,1,0
5.98,96677.0,213624,0,1,0,0,0,1,0,1,0
5.98,71465.0,213624,0,1,0,0,0,1,0,1,0
5.98,117584.0,213624,0,1,0,0,0,1,0,1,0
5.98,547509.0,213624,0,1,0,0,0,1,0,1,0
20.73,50481.0,217782,0,1,0,0,0,1,0,1,0
20.73,66115.0,217782,0,1,0,0,0,1,0,1,0
20.73,230731.0,217782,0,1,0,0,0,1,0,1,0
118.2,50481.0,217782,0,1,0,0,0,1,0,1,0
118.2,66115.0,217782,0,1,0,0,0,1,0,1,0
118.2,230731.0,217782,0,1,0,0,0,1,0,1,0
7.65,49932.0,187836,0,1,0,0,0,1,0,1,0
7.65,55913.0,187836,0,1,0,0,0,1,0,1,0
7.65,702592.0,187836,0,1,0,0,0,1,0,1,0
78.1,89206.0,224942,0,1,0,0,0,1,0,0,1
78.1,30425.0,224942,0,1,0,0,0,1,0,0,1
78.1,61521.0,224942,0,1,0,0,0,1,0,0,1
78.1,358803.0,224942,0,1,0,0,0,1,0,0,1
78.1,74429.0,224942,0,1,0,0,0,1,0,0,1
9.98,89206.0,224942,0,1,0,0,0,1,0,0,1
9.98,30425.0,224942,0,1,0,0,0,1,0,0,1
9.98,61521.0,224942,0,1,0,0,0,1,0,0,1
9.98,358803.0,224942,0,1,0,0,0,1,0,0,1
9.98,74429.0,224942,0,1,0,0,0,1,0,0,1
9.65,58689.0,180209,0,1,0,0,0,1,0,0,1
9.65,73500.0,180209,0,1,0,0,0,1,0,0,1
9.65,667040.0,180209,0,1,0,0,0,1,0,0,1
9.65,28163.0,180209,0,1,0,0,0,1,0,0,1
31.73,58689.0,180209,0,1,0,0,0,1,0,0,1
31.73,73500.0,180209,0,1,0,0,0,1,0,0,1
31.73,667040.0,180209,0,1,0,0,0,1,0,0,1
31.73,28163.0,180209,0,1,0,0,0,1,0,0,1
9.97,69740.0,184800,0,1,0,0,0,1,0,1,0
9.97,35445.0,184800,0,1,0,0,0,1,0,1,0
9.97,135732.0,184800,0,1,0,0,0,1,0,1,0
9.97,25147.0,184800,0,1,0,0,0,1,0,1,0
9.97,46429.0,184800,0,1,0,0,0,1,0,1,0
6.37,61031.0,197615,0,1,0,0,0,1,0,1,0
6.37,71387.0,197615,0,1,0,0,0,1,0,1,0
6.37,464992.0,197615,0,1,0,0,0,1,0,1,0
6.0,103351.0,195555,0,1,0,0,0,1,0,1,0
6.0,91672.0,195555,0,1,0,0,0,1,0,1,0
6.0,6359.0,195555,0,1,0,0,0,1,0,1,0
27.72,92485.0,179234,0,1,0,0,0,1,0,1,0
27.72,80314.0,179234,0,1,0,0,0,1,0,1,0
27.72,138869.0,179234,0,1,0,0,0,1,0,1,0
27.72,3656.0,179234,0,1,0,0,0,1,0,1,0
8.93,114295.0,179592,0,1,0,0,0,1,0,1,0
8.93,49733.0,179592,0,1,0,0,0,1,0,1,0
8.93,65090.0,179592,0,1,0,0,0,1,0,1,0
8.3,124189.0,228977,0,1,0,0,0,1,0,1,0
8.3,60185.0,228977,0,1,0,0,0,1,0,1,0
8.3,12279.0,228977,0,1,0,0,0,1,0,1,0
7.52,66194.0,193710,0,1,0,0,0,1,0,1,0
7.52,23402.0,193710,0,1,0,0,0,1,0,1,0
7.52,261536.0,193710,0,1,0,0,0,1,0,1,0
28.97,65968.0,191124,0,1,0,0,0,1,0,1,0
28.97,34626.0,191124,0,1,0,0,0,1,0,1,0
28.97,91645.0,191124,0,1,0,0,0,1,0,1,0
28.97,524480.0,191124,0,1,0,0,0,1,0,1,0
6.5,143427.0,170493,0,1,0,0,0,1,0,1,0
6.5,71856.0,170493,0,1,0,0,0,1,0,1,0
6.5,90214.0,170493,0,1,0,0,0,1,0,1,0
6.5,1153744.0,170493,0,1,0,0,0,1,0,1,0
9.32,143427.0,170493,0,1,0,0,0,1,0,1,0
9.32,71856.0,170493,0,1,0,0,0,1,0,1,0
9.32,90214.0,170493,0,1,0,0,0,1,0,1,0
9.32,1153744.0,170493,0,1,0,0,0,1,0,1,0
6.02,50458.0,175247,0,1,0,0,0,1,0,1,0
6.37,115431.0,203688,0,1,0,0,0,1,0,1,0
6.37,42256.0,203688,0,1,0,0,0,1,0,1,0
6.37,67581.0,203688,0,1,0,0,0,1,0,1,0
6.37,344947.0,203688,0,1,0,0,0,1,0,1,0
6.15,115431.0,203688,0,1,0,0,0,1,0,1,0
6.15,42256.0,203688,0,1,0,0,0,1,0,1,0
6.15,67581.0,203688,0,1,0,0,0,1,0,1,0
6.15,344947.0,203688,0,1,0,0,0,1,0,1,0
10.05,45782.0,228081,0,1,0,0,0,1,0,1,0
10.05,44459.0,228081,0,1,0,0,0,1,0,1,0
10.05,74393.0,228081,0,1,0,0,0,1,0,1,0
10.05,42822.0,228081,0,1,0,0,0,1,0,1,0
20.62,45782.0,228081,0,1,0,0,0,1,0,1,0
20.62,44459.0,228081,0,1,0,0,0,1,0,1,0
20.62,74393.0,228081,0,1,0,0,0,1,0,1,0
20.62,42822.0,228081,0,1,0,0,0,1,0,1,0
43.52,55541.0,193908,0,1,0,0,0,1,0,1,0
43.52,27076.0,193908,0,1,0,0,0,1,0,1,0
43.52,748000.0,193908,0,1,0,0,0,1,0,1,0
43.52,5013.0,193908,0,1,0,0,0,1,0,1,0
10.73,76463.0,189710,0,1,0,0,0,1,0,1,0
10.73,19452.0,189710,0,1,0,0,0,1,0,1,0
10.73,1021790.0,189710,0,1,0,0,0,1,0,1,0
40.52,76463.0,189710,0,1,0,0,0,1,0,1,0
40.52,19452.0,189710,0,1,0,0,0,1,0,1,0
40.52,1021790.0,189710,0,1,0,0,0,1,0,1,0
8.92,111916.0,229632,0,1,0,0,0,1,0,1,0
8.92,19640.0,229632,0,1,0,0,0,1,0,1,0
8.92,91980.0,229632,0,1,0,0,0,1,0,1,0
37.32,44763.0,176439,0,1,0,0,0,0,1,1,0
37.32,80775.0,176439,0,1,0,0,0,0,1,1,0
37.32,57224.0,176439,0,1,0,0,0,0,1,1,0
60.75,63866.0,196208,0,1,0,0,0,0,1,0,1
60.75,187432.0,196208,0,1,0,0,0,0,1,0,1
60.75,365360.0,196208,0,1,0,0,0,0,1,0,1
6.83,0.0,141242,0,1,0,0,0,0,1,1,0
6.83,3210.0,141242,0,1,0,0,0,0,1,1,0
6.83,468864.0,141242,0,1,0,0,0,0,1,1,0
6.83,36781.0,141242,0,1,0,0,0,0,1,1,0
74.17,52687.0,214064,0,1,0,0,0,0,1,1,0
74.17,55996.0,214064,0,1,0,0,0,0,1,1,0
74.17,305686.0,214064,0,1,0,0,0,0,1,1,0
74.17,60172.0,214064,0,1,0,0,0,0,1,1,0
19.93,16199.0,236508,0,1,0,0,0,0,1,1,0
19.93,64561.0,236508,0,1,0,0,0,0,1,1,0
19.93,932659.0,236508,0,1,0,0,0,0,1,1,0
19.93,69616.0,236508,0,1,0,0,0,0,1,1,0
31.12,41229.0,167340,0,1,0,0,0,0,1,1,0
31.12,13710.0,167340,0,1,0,0,0,0,1,1,0
31.12,245307.0,167340,0,1,0,0,0,0,1,1,0
12.47,114548.0,198394,0,1,0,0,0,0,1,1,0
12.47,37560.0,198394,0,1,0,0,0,0,1,1,0
12.47,440352.0,198394,0,1,0,0,0,0,1,1,0
19.73,61543.0,189619,0,1,0,0,0,0,1,1,0
19.73,48243.0,189619,0,1,0,0,0,0,1,1,0
19.73,974305.0,189619,0,1,0,0,0,0,1,1,0
5.8,105712.0,176704,0,1,0,0,0,0,1,1,0
5.8,31229.0,176704,0,1,0,0,0,0,1,1,0
5.8,1602304.0,176704,0,1,0,0,0,0,1,1,0
5.8,133048.0,176704,0,1,0,0,0,0,1,1,0
10.57,0.0,221066,0,1,0,0,0,0,1,1,0
10.57,60182.0,221066,0,1,0,0,0,0,1,1,0
10.57,39060.0,221066,0,1,0,0,0,0,1,1,0
10.57,203456.0,221066,0,1,0,0,0,0,1,1,0
88.98,198545.0,217622,0,1,0,0,0,0,1,1,0
88.98,50514.0,217622,0,1,0,0,0,0,1,1,0
88.98,566232.0,217622,0,1,0,0,0,0,1,1,0
27.2,64106.0,238471,0,1,0,0,0,0,1,1,0
27.2,65460.0,238471,0,1,0,0,0,0,1,1,0
27.2,79604.0,238471,0,1,0,0,0,0,1,1,0
27.2,96789.0,238471,0,1,0,0,0,0,1,1,0
13.63,39535.0,197050,0,1,0,0,0,0,1,1,0
13.63,82598.0,197050,0,1,0,0,0,0,1,1,0
13.63,67641.0,197050,0,1,0,0,0,0,1,1,0
13.63,32704.0,197050,0,1,0,0,0,0,1,1,0
16.27,39535.0,197050,0,1,0,0,0,0,1,1,0
16.27,82598.0,197050,0,1,0,0,0,0,1,1,0
16.27,67641.0,197050,0,1,0,0,0,0,1,1,0
16.27,32704.0,197050,0,1,0,0,0,0,1,1,0
9.3,83735.0,219042,0,1,0,0,0,0,1,1,0
9.3,59555.0,219042,0,1,0,0,0,0,1,1,0
9.3,289696.0,219042,0,1,0,0,0,0,1,1,0
9.3,69959.0,219042,0,1,0,0,0,0,1,1,0
11.63,83735.0,219042,0,1,0,0,0,0,1,1,0
11.63,59555.0,219042,0,1,0,0,0,0,1,1,0
11.63,289696.0,219042,0,1,0,0,0,0,1,1,0
11.63,69959.0,219042,0,1,0,0,0,0,1,1,0
34.22,0.0,140664,0,1,0,0,0,0,1,1,0
34.22,92278.0,140664,0,1,0,0,0,0,1,1,0
34.22,91250.0,140664,0,1,0,0,0,0,1,1,0
8.7,83716.0,204064,0,0,1,0,0,0,1,1,0
8.7,30310.0,204064,0,0,1,0,0,0,1,1,0
8.7,748781.0,204064,0,0,1,0,0,0,1,1,0
8.7,41753.0,204064,0,0,1,0,0,0,1,1,0
70.2,41192.0,209983,0,1,0,0,0,0,1,0,1
70.2,50879.0,209983,0,1,0,0,0,0,1,0,1
70.2,44676.0,209983,0,1,0,0,0,0,1,0,1
70.2,85957.0,209983,0,1,0,0,0,0,1,0,1
21.37,222383.0,197234,0,1,0,0,0,0,1,0,1
21.37,70718.0,197234,0,1,0,0,0,0,1,0,1
21.37,34032.0,197234,0,1,0,0,0,0,1,0,1
21.37,1227741.0,197234,0,1,0,0,0,0,1,0,1
22.7,0.0,178419,0,1,0,0,0,0,1,0,1
22.7,85963.0,178419,0,1,0,0,0,0,1,0,1
17.15,24677.0,167837,0,1,0,0,0,0,1,0,1
17.15,100800.0,167837,0,1,0,0,0,0,1,0,1
17.15,68670.0,167837,0,1,0,0,0,0,1,0,1
17.15,874016.0,167837,0,1,0,0,0,0,1,0,1
17.15,113545.0,167837,0,1,0,0,0,0,1,0,1
31.88,24677.0,167837,0,1,0,0,0,0,1,1,0
31.88,100800.0,167837,0,1,0,0,0,0,1,1,0
31.88,68670.0,167837,0,1,0,0,0,0,1,1,0
31.88,874016.0,167837,0,1,0,0,0,0,1,1,0
31.88,113545.0,167837,0,1,0,0,0,0,1,1,0
53.4,35468.0,218248,0,1,0,0,0,0,1,0,1
53.4,53967.0,218248,0,1,0,0,0,0,1,0,1
53.4,68796.0,218248,0,1,0,0,0,0,1,0,1
53.4,827617.0,218248,0,1,0,0,0,0,1,0,1
116.27,35468.0,218248,0,1,0,0,0,0,1,0,1
116.27,53967.0,218248,0,1,0,0,0,0,1,0,1
116.27,68796.0,218248,0,1,0,0,0,0,1,0,1
116.27,827617.0,218248,0,1,0,0,0,0,1,0,1
11.45,69497.0,186356,0,1,0,0,0,0,1,1,0
11.45,53670.0,186356,0,1,0,0,0,0,1,1,0
11.45,752224.0,186356,0,1,0,0,0,0,1,1,0
99.65,175254.0,252534,0,1,0,0,0,0,1,0,1
99.65,40327.0,252534,0,1,0,0,0,0,1,0,1
99.65,37528.0,252534,0,1,0,0,0,0,1,0,1
99.65,87115.0,252534,0,1,0,0,0,0,1,0,1
9.13,59226.0,176312,0,1,0,0,0,0,1,0,1
9.13,59492.0,176312,0,1,0,0,0,0,1,0,1
9.13,781088.0,176312,0,1,0,0,0,0,1,0,1
20.9,164664.0,238940,0,1,0,0,0,0,1,1,0
20.9,35686.0,238940,0,1,0,0,0,0,1,1,0
8.92,145194.0,257815,0,1,0,0,0,0,1,1,0
8.92,71009.0,257815,0,1,0,0,0,0,1,1,0
8.92,39360.0,257815,0,1,0,0,0,0,1,1,0
8.92,380864.0,257815,0,1,0,0,0,0,1,1,0
8.92,0.0,257815,0,1,0,0,0,0,1,1,0
25.95,29894.0,216132,0,1,0,0,0,0,1,1,0
25.95,57832.0,216132,0,1,0,0,0,0,1,1,0
25.95,508247.0,216132,0,1,0,0,0,0,1,1,0
25.95,54768.0,216132,0,1,0,0,0,0,1,1,0
32.0,29894.0,216132,0,1,0,0,0,0,1,1,0
32.0,57832.0,216132,0,1,0,0,0,0,1,1,0
32.0,508247.0,216132,0,1,0,0,0,0,1,1,0
32.0,54768.0,216132,0,1,0,0,0,0,1,1,0
20.9,116348.0,200564,0,0,1,0,0,0,1,1,0
20.9,31659.0,200564,0,0,1,0,0,0,1,1,0
20.9,19006.0,200564,0,0,1,0,0,0,1,1,0
20.9,312178.0,200564,0,0,1,0,0,0,1,1,0
24.15,59962.0,229300,0,1,0,0,0,0,1,1,0
24.15,62920.0,229300,0,1,0,0,0,0,1,1,0
24.15,318951.0,229300,0,1,0,0,0,0,1,1,0
24.15,60601.0,229300,0,1,0,0,0,0,1,1,0
6.0,97803.0,197864,0,1,0,0,0,0,1,1,0
6.0,48363.0,197864,0,1,0,0,0,0,1,1,0
6.0,21600.0,197864,0,1,0,0,0,0,1,1,0
6.0,505977.0,197864,0,1,0,0,0,0,1,1,0
6.0,16277.0,197864,0,1,0,0,0,0,1,1,0
23.25,97803.0,197864,0,1,0,0,0,0,1,1,0
23.25,48363.0,197864,0,1,0,0,0,0,1,1,0
23.25,21600.0,197864,0,1,0,0,0,0,1,1,0
23.25,505977.0,197864,0,1,0,0,0,0,1,1,0
23.25,16277.0,197864,0,1,0,0,0,0,1,1,0
9.12,166181.0,198413,0,1,0,0,0,0,1,1,0
9.12,90719.0,198413,0,1,0,0,0,0,1,1,0
9.12,126126.0,198413,0,1,0,0,0,0,1,1,0
9.12,897248.0,198413,0,1,0,0,0,0,1,1,0
9.02,32287.0,240379,0,1,0,0,0,0,1,1,0
9.02,87492.0,240379,0,1,0,0,0,0,1,1,0
9.02,91500.0,240379,0,1,0,0,0,0,1,1,0
87.18,11574.0,222557,0,0,1,0,0,0,1,1,0
87.18,41621.0,222557,0,0,1,0,0,0,1,1,0
87.18,148702.0,222557,0,0,1,0,0,0,1,1,0
87.18,361856.0,222557,0,0,1,0,0,0,1,1,0
25.65,11574.0,222557,0,0,1,0,0,0,1,0,1
25.65,41621.0,222557,0,0,1,0,0,0,1,0,1
25.65,148702.0,222557,0,0,1,0,0,0,1,0,1
25.65,361856.0,222557,0,0,1,0,0,0,1,0,1
19.82,104500.0,170988,0,1,0,0,0,0,1,0,1
19.82,51811.0,170988,0,1,0,0,0,0,1,0,1
19.82,482982.0,170988,0,1,0,0,0,0,1,0,1
27.33,39555.0,137364,0,1,0,0,0,0,1,1,0
27.33,27337.0,137364,0,1,0,0,0,0,1,1,0
7.0,34765.0,199404,0,0,1,0,0,0,1,1,0
7.0,28178.0,199404,0,0,1,0,0,0,1,1,0
7.0,30296.0,199404,0,0,1,0,0,0,1,1,0
7.0,673728.0,199404,0,0,1,0,0,0,1,1,0
7.0,10581.0,199404,0,0,1,0,0,0,1,1,0
114.77,138307.0,199623,0,1,0,0,0,0,1,1,0
114.77,57336.0,199623,0,1,0,0,0,0,1,1,0
114.77,23552.0,199623,0,1,0,0,0,0,1,1,0
114.77,190910.0,199623,0,1,0,0,0,0,1,1,0
114.77,93987.0,199623,0,1,0,0,0,0,1,1,0
6.47,78632.0,195942,0,1,0,0,0,0,1,0,1
6.47,55992.0,195942,0,1,0,0,0,0,1,0,1
6.47,588377.0,195942,0,1,0,0,0,0,1,0,1
6.47,10346.0,195942,0,1,0,0,0,0,1,0,1
6.62,14299.0,203052,0,1,0,0,0,0,1,0,1
6.62,101155.0,203052,0,1,0,0,0,0,1,0,1
6.62,695200.0,203052,0,1,0,0,0,0,1,0,1
6.62,27979.0,203052,0,1,0,0,0,0,1,0,1
15.02,104500.0,170988,0,1,0,0,0,0,1,0,1
15.02,51811.0,170988,0,1,0,0,0,0,1,0,1
15.02,482982.0,170988,0,1,0,0,0,0,1,0,1
29.02,42104.0,239556,0,1,0,0,0,0,1,0,1
29.02,56644.0,239556,0,1,0,0,0,0,1,0,1
29.02,324224.0,239556,0,1,0,0,0,0,1,0,1
29.02,45723.0,239556,0,1,0,0,0,0,1,0,1
12.3,42530.0,171420,0,1,0,0,0,0,1,0,1
12.3,67171.0,171420,0,1,0,0,0,0,1,0,1
12.3,123858.0,171420,0,1,0,0,0,0,1,0,1
12.3,630080.0,171420,0,1,0,0,0,0,1,0,1
72.9,60860.0,247622,0,1,0,0,0,0,1,1,0
72.9,55930.0,247622,0,1,0,0,0,0,1,1,0
72.9,1254242.0,247622,0,1,0,0,0,0,1,1,0
10.75,53152.0,239056,0,1,0,0,0,0,1,0,1
10.75,18040.0,239056,0,1,0,0,0,0,1,0,1
10.75,625152.0,239056,0,1,0,0,0,0,1,0,1
10.75,56260.0,239056,0,1,0,0,0,0,1,0,1
12.28,53152.0,239056,0,0,1,0,0,0,1,0,1
12.28,18040.0,239056,0,0,1,0,0,0,1,0,1
12.28,625152.0,239056,0,0,1,0,0,0,1,0,1
12.28,56260.0,239056,0,0,1,0,0,0,1,0,1
53.38,25220.0,222420,0,1,0,0,0,0,1,1,0
53.38,37323.0,222420,0,1,0,0,0,0,1,1,0
53.38,92820.0,222420,0,1,0,0,0,0,1,1,0
53.38,180211.0,222420,0,1,0,0,0,0,1,1,0
13.35,25220.0,222420,0,1,0,0,0,0,1,1,0
13.35,37323.0,222420,0,1,0,0,0,0,1,1,0
13.35,92820.0,222420,0,1,0,0,0,0,1,1,0
13.35,180211.0,222420,0,1,0,0,0,0,1,1,0
11.1,124782.0,282347,0,1,0,0,0,0,1,1,0
11.1,134974.0,282347,0,1,0,0,0,0,1,1,0
11.1,526944.0,282347,0,1,0,0,0,0,1,1,0
49.33,67133.0,276504,0,1,0,0,0,0,1,0,1
49.33,451079.0,276504,0,1,0,0,0,0,1,0,1
14.23,148650.0,186872,0,0,1,0,0,0,1,1,0
14.23,60015.0,186872,0,0,1,0,0,0,1,1,0
14.23,155148.0,186872,0,0,1,0,0,0,1,1,0
14.23,464671.0,186872,0,0,1,0,0,0,1,1,0
14.0,50370.0,168804,0,1,0,0,0,0,1,1,0
14.0,130153.0,168804,0,1,0,0,0,0,1,1,0
14.0,347034.0,168804,0,1,0,0,0,0,1,1,0
21.47,50370.0,168804,0,1,0,0,0,0,1,1,0
21.47,130153.0,168804,0,1,0,0,0,0,1,1,0
21.47,347034.0,168804,0,1,0,0,0,0,1,1,0
12.72,24287.0,165098,0,1,0,0,0,0,1,1,0
12.72,67234.0,165098,0,1,0,0,0,0,1,1,0
12.72,45283.0,165098,0,1,0,0,0,0,1,1,0
41.53,41443.0,263472,0,1,0,0,0,0,1,0,1
41.53,63198.0,263472,0,1,0,0,0,0,1,0,1
41.53,63832.0,263472,0,1,0,0,0,0,1,0,1
41.53,37146.0,263472,0,1,0,0,0,0,1,0,1
68.7,41443.0,263472,0,1,0,0,0,0,1,1,0
68.7,63198.0,263472,0,1,0,0,0,0,1,1,0
68.7,63832.0,263472,0,1,0,0,0,0,1,1,0
68.7,37146.0,263472,0,1,0,0,0,0,1,1,0
16.55,24395.0,144083,0,1,0,0,0,0,1,1,0
16.55,57123.0,144083,0,1,0,0,0,0,1,1,0
16.55,371795.0,144083,0,1,0,0,0,0,1,1,0
16.55,42100.0,144083,0,1,0,0,0,0,1,1,0
57.3,67646.0,235932,0,1,0,0,0,0,1,1,0
57.3,159530.0,235932,0,1,0,0,0,0,1,1,0
57.3,300458.0,235932,0,1,0,0,0,0,1,1,0
7.2,9914.0,199554,0,1,0,0,0,0,1,1,0
7.2,41825.0,199554,0,1,0,0,0,0,1,1,0
7.2,1304778.0,199554,0,1,0,0,0,0,1,1,0
18.25,80720.0,285114,0,1,0,0,0,0,1,1,0
18.25,83501.0,285114,0,1,0,0,0,0,1,1,0
18.25,561796.0,285114,0,1,0,0,0,0,1,1,0
11.08,119459.0,243417,0,1,0,0,0,0,1,1,0
11.08,69515.0,243417,0,1,0,0,0,0,1,1,0
11.08,72060.0,243417,0,1,0,0,0,0,1,1,0
11.08,82643.0,243417,0,1,0,0,0,0,1,1,0
34.12,80720.0,285114,0,1,0,0,0,0,1,1,0
34.12,83501.0,285114,0,1,0,0,0,0,1,1,0
34.12,561796.0,285114,0,1,0,0,0,0,1,1,0
6.32,52772.0,194631,0,1,0,0,0,0,1,0,1
6.32,48830.0,194631,0,1,0,0,0,0,1,0,1
6.32,560039.0,194631,0,1,0,0,0,0,1,0,1
6.93,114035.0,215136,0,1,0,0,0,0,1,1,0
6.93,61667.0,215136,0,1,0,0,0,0,1,1,0
6.93,712800.0,215136,0,1,0,0,0,0,1,1,0
8.9,114035.0,215136,0,1,0,0,0,0,1,0,1
8.9,61667.0,215136,0,1,0,0,0,0,1,0,1
8.9,712800.0,215136,0,1,0,0,0,0,1,0,1
25.42,114035.0,215136,0,1,0,0,0,0,1,1,0
25.42,61667.0,215136,0,1,0,0,0,0,1,1,0
25.42,712800.0,215136,0,1,0,0,0,0,1,1,0
16.53,99857.0,198828,0,1,0,0,0,0,1,1,0
16.53,109755.0,198828,0,1,0,0,0,0,1,1,0
16.53,67000.0,198828,0,1,0,0,0,0,1,1,0
16.53,389664.0,198828,0,1,0,0,0,0,1,1,0
11.53,60353.0,234004,0,1,0,0,0,0,1,1,0
11.53,35497.0,234004,0,1,0,0,0,0,1,1,0
11.53,41544.0,234004,0,1,0,0,0,0,1,1,0
11.53,23213.0,234004,0,1,0,0,0,0,1,1,0
9.72,92253.0,244839,0,0,1,0,0,0,1,0,1
9.72,41050.0,244839,0,0,1,0,0,0,1,0,1
9.72,1171104.0,244839,0,0,1,0,0,0,1,0,1
9.72,55750.0,244839,0,0,1,0,0,0,1,0,1
8.58,92016.0,243204,0,1,0,0,0,0,1,0,1
8.58,47143.0,243204,0,1,0,0,0,0,1,0,1
8.58,502462.0,243204,0,1,0,0,0,0,1,0,1
8.58,148915.0,243204,0,1,0,0,0,0,1,0,1
28.35,28176.0,198390,0,1,0,0,0,0,1,1,0
28.35,92581.0,198390,0,1,0,0,0,0,1,1,0
28.35,406493.0,198390,0,1,0,0,0,0,1,1,0
114.53,82667.0,189728,0,1,0,0,0,0,1,1,0
114.53,40313.0,189728,0,1,0,0,0,0,1,1,0
13.38,119118.0,300988,0,1,0,0,0,0,1,1,0
13.38,67915.0,300988,0,1,0,0,0,0,1,1,0
13.38,207886.0,300988,0,1,0,0,0,0,1,1,0
13.38,90155.0,300988,0,1,0,0,0,0,1,1,0
8.17,86181.0,195368,0,1,0,0,0,0,1,1,0
8.17,68513.0,195368,0,1,0,0,0,0,1,1,0
8.17,935616.0,195368,0,1,0,0,0,0,1,1,0
8.17,33555.0,195368,0,1,0,0,0,0,1,1,0
11.67,56037.0,224876,0,1,0,0,0,0,1,0,1
11.67,85412.0,224876,0,1,0,0,0,0,1,0,1
11.67,136656.0,224876,0,1,0,0,0,0,1,0,1
70.93,85326.0,182826,0,0,1,0,0,0,1,1,0
70.93,12638.0,182826,0,0,1,0,0,0,1,1,0
70.93,32200.0,182826,0,0,1,0,0,0,1,1,0
70.93,55367.0,182826,0,0,1,0,0,0,1,1,0
96.98,66735.0,182456,0,1,0,0,0,0,1,0,1
96.98,45490.0,182456,0,1,0,0,0,0,1,0,1
96.98,27151.0,182456,0,1,0,0,0,0,1,0,1
8.32,23524.0,186090,0,1,0,0,0,0,1,1,0
8.32,49159.0,186090,0,1,0,0,0,0,1,1,0
