ORG,Prod_Line,Date,Total_Cases_Produced
LOU,LOU4,2/15/2025,635709
LOU,LOU1,2/16/2025,83716
LOU,LOU3,2/16/2025,30310
LOU,LOU4,2/16/2025,748781
LOU,LOU5,2/16/2025,41753
LOU,LOU1,2/17/2025,82590
LOU,LOU3,2/17/2025,53256
LOU,LOU4,2/17/2025,648232
LOU,LOU1,2/18/2025,26100
LOU,LOU3,2/18/2025,76746
LOU,LOU4,2/18/2025,694144
LOU,LOU5,2/18/2025,28802
LOU,LOU1,2/19/2025,84651
LOU,LOU3,2/19/2025,57904
LOU,LOU4,2/19/2025,240456
LOU,LOU1,2/20/2025,149203
LOU,LOU3,2/20/2025,11167
LOU,LOU4,2/20/2025,211866
LOU,LOU5,2/20/2025,39055
LOU,LOU2,2/21/2025,34658
LOU,LOU3,2/21/2025,23569
LOU,LOU4,2/21/2025,919072
LOU,LOU5,2/21/2025,48544
LOU,LOU1,2/22/2025,35468
LOU,LOU2,2/22/2025,53967
LOU,LOU3,2/22/2025,68796
LOU,LOU4,2/22/2025,827617
LOU,LOU1,2/23/2025,71468
LOU,LOU2,2/23/2025,55762
LOU,LOU3,2/23/2025,4303
LOU,LOU4,2/23/2025,500526
LOU,LOU5,2/23/2025,44790
LOU,LOU1,2/24/2025,106756
LOU,LOU2,2/24/2025,53237
LOU,LOU3,2/24/2025,83314
LOU,LOU4,2/24/2025,347776
LOU,LOU5,2/24/2025,95766
LOU,LOU2,2/25/2025,69722
LOU,LOU3,2/25/2025,107490
LOU,LOU4,2/25/2025,599819
LOU,LOU1,2/26/2025,164664
LOU,LOU2,2/26/2025,35686
LOU,LOU2,2/27/2025,56776
LOU,LOU4,2/27/2025,104901
LOU,LOU5,2/27/2025,47959
LOU,LOU1,2/28/2025,64783
LOU,LOU2,2/28/2025,73109
LOU,LOU3,2/28/2025,101130
LOU,LOU4,2/28/2025,881760
LOU,LOU1,3/1/2025,29894
LOU,LOU2,3/1/2025,57832
LOU,LOU4,3/1/2025,508247
LOU,LOU5,3/1/2025,54768
LOU,LOU1,3/2/2025,107248
LOU,LOU2,3/2/2025,65175
LOU,LOU3,3/2/2025,50876
LOU,LOU1,3/3/2025,26442
LOU,LOU2,3/3/2025,71768
LOU,LOU3,3/3/2025,69720
LOU,LOU5,3/3/2025,1359
LOU,LOU1,3/4/2025,32287
LOU,LOU2,3/4/2025,87492
LOU,LOU3,3/4/2025,91500
LOU,LOU1,3/5/2025,82535
LOU,LOU2,3/5/2025,24657
LOU,LOU4,3/5/2025,980672
LOU,LOU2,3/6/2025,69841
LOU,LOU3,3/6/2025,83424
LOU,LOU4,3/6/2025,976096
LOU,LOU5,3/6/2025,26677
LOU,LOU1,3/7/2025,51087
LOU,LOU2,3/7/2025,58020
LOU,LOU4,3/7/2025,995494
LOU,LOU1,3/8/2025,138307
LOU,LOU2,3/8/2025,57336
LOU,LOU3,3/8/2025,23552
LOU,LOU4,3/8/2025,190910
LOU,LOU5,3/8/2025,93987
LOU,LOU2,3/9/2025,86068
LOU,LOU3,3/9/2025,47544
LOU,LOU4,3/9/2025,109672
LOU,LOU1,3/10/2025,42072
LOU,LOU2,3/10/2025,57916
LOU,LOU3,3/10/2025,114408
LOU,LOU1,3/11/2025,115182
LOU,LOU2,3/11/2025,9669
LOU,LOU4,3/11/2025,522641
LOU,LOU5,3/11/2025,13881
LOU,LOU2,3/12/2025,54734
LOU,LOU4,3/12/2025,333593
